teks_bersih,sentimen
bismillahirrahmanirrahim aman lah moga tidak hilang,Netral
bagus,Positif
aplikasi bagus banget deh,Positif
bagus,Positif
terbayik,Netral
bagus,Positif
sangat aneh mau lihat transaksi malah suruh tunggu malam,Netral
aman,Positif
mau masuk dana sya tidak pakai hp root tapi hp anggap root saya tidak pakai dana uang sayaaa,Netral
bagus,Positif
manttap,Netral
buruuukkkk,Netral
keluar terus rusak dana sekarang buruk,Negatif
bagus bagus,Positif
cepat praktis bagus job,Positif
tidak pake dana cicil pdahal limit,Netral
sangat baek sangat guna kaum orang sukses saya,Positif
bagus,Positif
tidak transfer uang saya,Netral
simpen dana sangat simpel,Netral
bagus akurat proses lancar terima kasih dana sya makin puas atas layan nya,Positif
aplikasi sangat baik mudah guna banyak pitur suka sekali pakai dana,Positif
tugas and develop ini aplikasi selalu keluar masuk sorang tiap buka selalu tutup sorang lapor layan ana tetap rusak gimna guna kalau aplikasi rusak mulu keluar masuk hampir bulan loh,Negatif
sekarang jadi suka keluar sendiri klw buka aplikasi tidak kaya dulu,Positif
dana sinting buka aplikasi pas dalam malah tidak bisa pencet apa langsung force close ngeblank item putih padahal cache sering bersih aplikasi selalu diupdate,Netral
sangat bagus sekali dana bagus buat tugas,Positif
cepat mudah,Positif
fitur dana cicil belum muncul padahal sering transaksi,Netral
aplikasi dana sangat mudah kirim terima uang,Positif
no hilang tapi masih ingat no pake muka jugak tidak no hapal,Negatif
mantabbbbbb sekali,Netral
buat buka emas tidak,Netral
ngg ke buka aplikasi,Netral
sangat baik mudah semua pulsa kirim uang murah gratis,Positif
sangat baik,Netral
aplikasi temen sya dana instan punya syaa tidak,Netral
bagus,Positif
ingin punya pitur dana instan muncul kan pitur dana instan,Netral
bagus,Positif
mantapppp,Positif
siiip,Netral
bagus,Positif
uang tiba tiba hilang tahu,Negatif
bagus,Positif
gabisa narik uang dana sekarang pas pencet langsung masuk halaman wah jalan tutup masa promo habis jdi mohon maaf turunin bintang bintang,Netral
sangat cepat mudah nyaman,Positif
bagus,Positif
sangat bantu,Positif
kok tiap buka aplikasi dana keluar terus,Positif
pindah akun dana selalu gagal layan selalu tidak di hubung,Negatif
aplikasi sampah tiba tiba uang potong karna bayar google ada konfirmasi nya konfirmasi dulu,Negatif
dana cicil tidak di guna padahal tidak pernah telat bayar bayar tepat waktu pernah bayar semua sisa cicil tapi limit dana cicil tidak di guna,Netral
baguss,Positif
tidak buka loding teruss,Netral
bagus tidak ribet,Positif
bagus sangat cepat buat transaksi terimakasih dana,Positif
aplikasi ngebug mulu kode otp tidak kirim transfer gagal banyak lah kurang mohon pihak dana segera baik semua,Negatif
beli paket data sini tidak pakai apa adek juga beli paket data sini x sekarang tidak pakai baik,Netral
bagus dah,Positif
bagus,Positif
gmn sekarang ko kaya gin fiturnya lupa pim dsrh wa ketik selesai tapi ulang ulang kaya gin sampe gabisa gmn sih,Netral
ini tidak kendala mungkin besok haha,Netral
aplikasi nya sangat kualitas terus tidak rumit transfer nya lebih mudah,Positif
bagus bikin semua mudah,Positif
sangat bantu kyk yang tidak pnya m banking,Positif
tfan jd mudah,Positif
aplk dana rampok samar uang sya hilang dana tidak bsa pakai,Netral
oke,Positif
hank sekarang aplikasi apa ini duluu g aman sj skrng stelah d update jdii hank layar jd putihh tlong baik,Positif
makasih baru coba aplikasi,Netral
gimana nih masa mbak ku ngirim dana dana ku kok tidak masuk masuk kemaren sore loh sampe sekarang minta bantu pusat help tapi cuman nyari history transaksi lama bru tidak,Positif
bagus,Positif
bagus,Positif
sip dah,Netral
bagus,Positif
tolonlah tiap transaksi aplikasi nya langsung keluar,Netral
mau mindahin akun aja diribetin sama aplikasi apa apa pake nunggu waktu lama banget cuma mau mindahin akun alas kasih bintang biar kalian liat nih komen saya,Netral
komplen tapi tidak solusi lewat email sama aja malah suruh chat ana turunin jadi bintang aja ah,Netral
aplikasi sangat bagus,Positif
baru update kemarin tapi gabisa masuk kak di baik ya bisa masuk baik,Netral
payah tidak aju dana cicil ada tagih layan langgan sulit akses robot jawab no recommended dana belum download jangan pakai aplikasi layan langgan sulit akses,Netral
cuma tidak fitur dana cicil nya saya,Netral
sayah udh isi dana rasaksi hasil lalu dna tidak tamah sangat buruk,Negatif
dana aplikasi finansial baik,Positif
bagus mudah transaksi uang,Positif
kirim uang hari tapi tidak kembang nanya tugas jg tidak penjelesan ada suruh nunggu hari aneh banget br kali smpe sgtunyaa,Netral
cepat skali transfer via bank,Positif
terimakasih atas bantu moga lancar risjikii y amiin,Positif
bagua,Netral
transaksi jadi cepat pakai kapan praktis pokona mah,Positif
imbal hari a tidak klaim tera verifikasi syarat akun ana tapi jawab putar padahal syarat semua penuh jg dana imbal hari jg tidak hari di terima ana beri jawab putar,Netral
sangat rekomended,Netral
mntap,Netral
penginstalan lama,Netral
bagus bagus,Positif
bagus,Positif
nice app,Netral
siapa kemarin pernah bagus up tgl jan alami ganggu nasional sampai sekarang belum kembali uang sedih,Positif
sangt menbantu,Netral
instal unistal ber xx hp oppo a f jangan masuk buka aja kagak tiap x klik keluar kalau tuju aplikasi untuk hp keluar baru seperti memang pindah aplikasi mah jangan bikin emosi ngabisin kuota gin developer,Netral
sangat bantu,Positif
sangat bagus,Positif
sangat bagus,Positif
bagus jos,Positif
bagus,Positif
sekarang dana eroe sih gabisa masuk,Netral
sangat bantu mudah transaksi,Positif
sejak app dana di cicil masih belum paham fiturnya awal ku anggp biasa karna sering ku pakai belanja lewat dana ku sadar fitur cicil nyata centang sendiri muncul pemberitahuan bayar cicil kaget lah bisa begini total bayar besar daripada uang habis mending ganti app,Netral
rusak eror keluar sendiri terus,Negatif
upradet dana premium ny lambat sekali,Negatif
tidak costumer service verifikasi foto susah butuh akte mati ahli waris padahal masih hidup masih uang tapi tidak di verfikasi akhir hilang,Negatif
kapok sumpah pake aplikasi kali transfer pending hari hari mending pakai aplikasi lain sudah bikin buruk buruk aplikasi,Negatif
aman percaya,Positif
aplikasi curi uang,Netral
oke paling bagus,Positif
baguss dna sngt bantu sya dlm bertraksasi,Positif
okee banget,Positif
sangat puas,Positif
bagus,Positif
mantab,Netral
sangat puasss,Positif
pihak dana akun dana tidak muncul dana cicil akun pakai sangat lama sudah dua kali aju mendaptar dana cicil tidak perna proses lalu lintas dana masuk akun dana aman untuk pihak dana sedang butuh sekali pinjam untuk sekarang,Positif
bagus,Positif
sangat baik,Netral
cukup bagus,Positif
bagus banget si perfect deh pokok,Positif
aplikasi dana sangat mudah cepat transaksi,Positif
aplikasi nya rusak,Negatif
ribettt banget pake dana premium segala nyesel download dana,Netral
nya aplikasi dana tidak guna verifikasi no telpon harus pakai gimana nasib nya orang no nya tidak aktif hangus,Netral
min gimana saya lama pakai dana dana cicil tidak kasih la gin dana,Netral
buruk,Negatif
tidak layak pakai selalu jadi target hack juga mama banyak daya baterai moga aplikasi lekas tutup,Negatif
senang mengunakan aplikasi banyak guna semua orang,Netral
sangat bagus,Positif
bagus,Positif
sannggat bagus,Positif
bantu tambah dana cicil menu akun dana saya guna operasi proses kembang bisnis sebut terimakasih atas kerjasamanya,Positif
sangat bagus tidak lambat,Netral
bagus,Positif
kexamanan jamin,Positif
mengupgradenya lama jadi lambat transfer,Negatif
sangat senang bangga,Netral
ox bngt,Netral
upgrade premium hari gila,Netral
dana bagus,Positif
moga dana cicil segera buka,Netral
bagus,Positif
baik,Netral
cukup bantu,Positif
aktivasi dana cicil,Netral
aplikasi baik,Positif
bagus dana sip,Positif
cepat terpecaya,Positif
baguss,Positif
bagus,Positif
kok tidak d unduh qris yaaaa lengkap semua vertikasi y uda selesai tapi tetep g segala cara y tetep g bln libih qris y tidak undah di baik biar enak kal sudah unduh qri y t kasik bintang skrg bintang dulu ana tetep tidak bisa bantu mohon di perbaikin,Positif
baik,Netral
bagus,Positif
fitur dana cicil limit sedia tapi tidak pakai mending tidak usah di hadir,Netral
sangat baik,Netral
banyak promo paket data,Netral
sangat batu,Netral
bagus banget,Positif
oke,Positif
mau masuk akun lama susah yaa verifikasi wajah alas koneksi internet putus terus foto gagal banyak banget alas jadi ogah make dana,Negatif
bagus,Positif
baik,Netral
urgent mau pake dana tidak buka buka,Netral
bagus,Positif
bagus cuma dana cicil tidak,Positif
dana cicil tidak sedia padahal tagih lunas,Netral
dana membut bantu,Netral
aplikasi buruk lunas dana cicilalah tidak di guna,Negatif
sangat baik puas,Positif
bagus bagus,Positif
bagus,Positif
kok dana ku tidak fitur dana cicil,Positif
ingin aju dana cicil dimunculka,Netral
bagus,Positif
guna lama cukup buruk aplikasi kagak jelas tidak masuk tambah suruh verivikasi kartu padahal kartu hilang emang verivikasi wajah doang tidak,Negatif
mau filtur baru,Netral
sangat mudah guna,Positif
aplikasi buruk,Negatif
bagus,Positif
dana tidak masukin no tlpn selalu masalah jaring,Negatif
sekarang dana sering keluar terus aplikasi baik,Netral
bantu kok tidak fitur dana cicil lain napa,Positif
better,Netral
bagus,Positif
aplikasi aneh tidak jelas lawak kocak salah kirim no tidak daftar masa di verifikasi hasil nomor nya ajaa tidak daftar,Netral
bagus,Positif
update dana sekarang rusak terus suka keluar sendri,Netral
tidak da dana cicil,Netral
aplikasi nya pindah akun aja sulit knpa masuk nya ribet kali ngk kayak aplikasi belah verikasi wajah malah mintak otp mana no nya nggk atktif pindah akun di coba kali kali tapi tetap gagal mana slado tinggal di akun nya aplikasi nya buruk min rugi kali,Negatif
kasih dulu knapa dana cicil hilang sendiri ka dong baik,Negatif
baik,Positif
bagus,Positif
uang tidak kembali,Netral
apelikasi cukup bagus,Positif
bagus bos sukses terus,Positif
dana ribet dikit dikit update dikit dikit update,Netral
aplikasi dana pepekk,Netral
sangat bagus,Positif
puas,Positif
cepat mudah,Positif
cocok sangat,Positif
uang potong ada pemberitahuan dlu sangat sayang kan harus nya transaki di tuju pin nih mah langsung ke potong uang,Netral
oke,Positif
bagus,Positif
bermanfaan buat transaksi hari hari,Netral
aplikasi nyusahin mau masuk aja susah saya mau masuk bukan mau daftar,Negatif
mantul,Netral
sangat suka sekali,Positif
sangat bagus,Positif
sangat bantu,Positif
bagus job,Positif
bagus,Positif
ko dana sana tiba tidak buka kenapa kalau bukak jaring masalah terus gilir ganti nomer bisa di jelas,Negatif
apa dah akun udh dana premium tp mau transfer tidak cuma sama dana tidak udh kali kali kirim lapor layan dana aplikasi tanggap tidak jelas tidak kasih solusi bingung lapor layan tidak ada maju kalau yang tau kendala nya karna apa plis layan nya tidak bantu,Netral
apa an nih awal lancar aja ngirim plsanya lha kok kemarennya ngrim plsa d saudara malah tidak kirim pdahal d jual uang pulsa dana eh sampek hari tidak trkirim d proses mulu tulis tidak untung malah buntung nmanya donk d perbaikin untuk ngirimnya,Positif
baik,Positif
bagus,Positif
bagus,Positif
dana ganggu,Netral
gagal kendala terus,Negatif
sangat bantu,Netral
pakai dana sangat muas,Netral
bagus,Positif
bagus,Positif
kasi tau no hp hilang dana udh kasi foto ktp muka tidak di layanin,Negatif
kenapa iya tidak liat riwayat bukti transfer iya,Netral
aplikasi dana sangat bagus bantu transaksi muda biaya tugas,Positif
min kok dana cicil ku tidak muncul saya dah sering teransaksi dana saya ku dah premium lol dulu nunggu muncul dana cicil tidak muncul aja lma dah,Positif
aman sentosa,Positif
bagus,Positif
aplikasi tolol,Negatif
oke,Positif
bagus,Positif
puas,Positif
bagus abis,Positif
bagus,Positif
praktis cuma dilay,Positif
update rajin lambat mkin buruk,Negatif
sangat baik manfaat,Netral
mau masuk keluar gimana mau jd member aplikasi dana,Netral
bos ko dana tidak dapat pitur dana cicil,Netral
terima kasih tim sukses dana telah bantu masyarakat kecil hingga atas mudah transaksi batas,Positif
aplikasi dana kadang eror kadang di hapus dulu baru bagus,Positif
sangat bantu,Positif
aplikasi nya bantu tapi kok punya tidak muncul dana instan,Positif
sangat cepat,Positif
bagus banget jauh dana e wallet baik indonesia,Positif
bagus tapi kok pajak nya,Positif
jangan taro uang aplikasi dana uang dana hilang tiba tiba niat mau nabung malah hilang uang dana pin doank tau liat transaksi yang transaksi padahal bukn yang transaksi saya minta aju kembali dana gaa kasih sudah minggu masalah yaa,Negatif
vini vidi vici,Netral
bagus,Positif
waw,Netral
ka d bantu tidak ya aplikasi dana sayah tidak d buka,Netral
cepat,Positif
di tempat tidak dana cicil yah,Netral
hilang ngapain suruh verifikasi wajah pake alas pulih akun buat ambil uang pihak dana kok bobol walaupun uang rb buat kaum tidak mampu hasil jerih payah bukan hasil nipu atau judi online,Netral
mantapppp,Positif
bagus,Positif
bagus,Positif
saat jaring lobet buruk saran nya app dana mohon mudah tidak usah jaring kalau orang pepet offline buka dong app nya kalau tidak ada jaring isi uang aja susah,Negatif
sangan bagus,Positif
bagus,Positif
sangat bagus,Positif
sangat baik,Netral
the best,Netral
saat tidak kendala semua lncar,Negatif
buruk sih mbalah update bukane lebih baik mbalah kagak buka dana keluar cuma logo dana hadehh baik dana,Negatif
mntap,Netral
jadi buruk sih gabisa masuk aplikasi ngestuck terus,Negatif
kurang bagus,Positif
sangat nyaman,Positif
baik,Netral
baik,Netral
gimana kata inves emas dana aman jual emas jt tidak riwayat transaksi uang tidak masuk uang sudah chat ana kata suruh menu help center terus tidak mendaptakan informasi pasti masalah jadi ana sampai sekarang belum mendaptakan jelas belum dapat uang riwayat transaksi gimana ni cara biar uang kembali ke uang dana toloong,Netral
bagus,Positif
bulan nunggu fitur dana cicil tidak muncul padahal chat ana sering transaksi tapi nyata suruh nunggu kalau tidak munculin fitur dana cicil nya jangan beri harapann suruh nunggu transaksi,Netral
sangat penting,Netral
sangat puas,Positif
saat buka aplikasi dana selalu keluar sendiri padahal gaada kendala sinyal handphone,Negatif
sangat efisien cepat,Positif
bagus,Positif
dana aplikasi sangat bantu transaksi cepat murah,Positif
jadi susah masuk loading lama otomatis menu utama baik,Negatif
bagus,Positif
buruk aman nya buruk dana ku sedot alas jelas padahal tidak pernah langgan situss tapi gtaau tiba tiba ambil paksa uang ku tamap persetujuaan konfirmasi sungguhhbjeleek bangettt aplikasi minim keamana huuu bintang satu mas kebanykann ini huuuu,Negatif
aplikasi bagus banget,Positif
dana cicil ku ngk alias tidak laku y,Netral
kasih bintang aja dana cicil bulan lebih tidak guna,Netral
bagus,Positif
sering eror,Netral
kok belum muncul dana cicil min,Positif
bagus,Positif
sangat bantu tahan kan,Positif
aplikasi gampang,Netral
tampil dana cicil,Netral
aplikasi dana hp susah masuk kk siap masukin pin malah stuck terus trims,Negatif
sangat batu,Netral
susah banget buat masuk padahal masuk pin verifikasi wajah harus kode otp padahl pakai ponsel lama sering masuk pakai hp tapi tiba ajah kek gin pas mau masuk kmrn tanpa otp bikin buruk banget,Negatif
aplikasi yng sederhana bagus,Positif
bagus,Positif
oke,Positif
is the best,Netral
kata download uang kosong isi uang masuk pas mau guna eror bagai alas aplikasine mukidi kayak nya,Netral
kata suruh pake ana nanya tetep aj tuh gbisa buka aktivitas keluar nya,Netral
bagus,Positif
kasih nyaman lah android,Positif
